conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1884316259074072944,Wed Jan 29 17:16:51 +0000 2025,38,@tiramisukohi728 @FreakyFerdian @kelvin_hav01 @madokafc1 At least dukungan secara posisi politik &amp; ekonomi aja brics bukan pakta pertahanan kaya nato. Gabung pakta pertahanan ga sejalan sama UUD 45 jd inkonstitusional.,1884651938048074073,,tiramisukohi728,in,Jkt,0,0,0,https://x.com/newyl_/status/1884651938048074073,793840606917177344,newyl_
1884316259074072944,Wed Jan 29 16:25:05 +0000 2025,4,@madokafc1 Ralat utk gandum benar itu dr Australia nah Australia blok Barat(USA) nomer 2 Kanada jg blok Barat intinya disini sebelum benar2 siap lepas dr USA barulah ideal gabung Brics,1884638908438454275,,gustho99,in,Jakarta Capital Region,0,1,0,https://x.com/gustho99/status/1884638908438454275,298060015,gustho99
1884632884218335276,Wed Jan 29 16:01:09 +0000 2025,6,Join BRICS klo pas awal2 gabung dulu pasti banyak pakar segala hal ikut2an memberi kritik .,1884632884218335276,,,in,,0,0,0,https://x.com/cruzozzan/status/1884632884218335276,1275914937177567234,cruzozzan
1884316259074072944,Wed Jan 29 15:29:25 +0000 2025,8,@CahKenthis7 @2025dstbahagia @madokafc1 secara ada rusia dan china disana yg anti amerika Keknya kalo ini mayoritas negara yg gabung BRICS pun punya solidaritas Sama2 sentimen anti barat deh bre gak semata krn ada Rusky dan China doang,1884624901140812210,,CahKenthis7,in,Somewhere in the Nusantara ,0,1,0,https://x.com/KRathalos97/status/1884624901140812210,1632254408221396992,KRathalos97
1884316259074072944,Wed Jan 29 15:09:46 +0000 2025,5,@tiramisukohi728 @madokafc1 Trump lg ngajak perang tarif buat lawan ekonomi Amrik. Kebetulan si Trump emg demen perang ekonomi nih. Nah RI kan gabung BRICS jd ya ada kemungkinan bakal kena imbas kebijakan si Amrik. Udh gitu dia mau nyaplok Greenland ya makin2 lah.,1884619954957541583,,tiramisukohi728,in,"Batavia, Dutch East Indies",0,1,0,https://x.com/BataviaRegion/status/1884619954957541583,1113237298034774016,BataviaRegion
1884316259074072944,Wed Jan 29 15:07:44 +0000 2025,1,@madokafc1 Bro dikira dampak gabung brics cuma karena konflik itu? Lihat noh sekarang banyak pabrik lokal kalah saing dengan china apalagi join brics bisa berkali lipat produk china masuk kesini,1884619442468094440,,madokafc1,in,"DKI Jakarta, Indonesia",0,1,0,https://x.com/Dutajomblo3/status/1884619442468094440,1307944705594802177,Dutajomblo3
1884585224555958442,Wed Jan 29 12:51:46 +0000 2025,14,Nafo Lokal: ngapain gabung BRICS yg sesama anggotanya aja berantem? mending gabung OECD gpp temenan ama Israel dan kita jual semua Nikel kita ke Amerika yg penting kita bisa semaju Barat OECD:,1884585224555958442,,,in,Bolak-balik Bekasi dan Bandung,1,0,5,https://x.com/adamfaturr/status/1884585224555958442,736054688,adamfaturr
1884316259074072944,Wed Jan 29 12:10:22 +0000 2025,78,@madokafc1 Indonesia gabung BRICS mah good move. memang sudah seharusnya negara ini dekat dengan Russia &amp; China,1884574806827585891,,madokafc1,in,"Kota Bandung, Jawa Barat",0,1,3,https://x.com/iamkevinregardy/status/1884574806827585891,2613066048,iamkevinregardy
1884316259074072944,Wed Jan 29 09:32:33 +0000 2025,113,@madokafc1 Dah bener Trump fokus ke greenland teluk meksiko terusan panama kanada terusan suez arabsaudi-uea bangladesh pantai gaza berikutnya papua nugini dan freeport. Kl g gabung sm BRICS bisa nanti freeport diambil plus pulaunya,1884535092544213187,,madokafc1,in,,0,1,0,https://x.com/Johncen59726333/status/1884535092544213187,1087348852540100608,Johncen59726333
1884423978254544902,Wed Jan 29 02:11:01 +0000 2025,1,Katanya gak butuh Amrik Katanya gabung BRICS biar dollar kaing2 Ketawa2 pas Amrik ketiban sial kebakaran Tp mewek berasa korban pas gak dibantu Amrik Gak usah pejabatnya deh Rakyatmu juga rusak!,1884423978254544902,,,in,"Rancho Palos Verdes, CA",0,0,0,https://x.com/AngelenosLos/status/1884423978254544902,1323885997759766531,AngelenosLos
1881279822498070606,Mon Jan 20 13:06:45 +0000 2025,1,@titiwwww @kegblgnunfaedh Ga ngaruh indo gabung brics dollar ttp kuat lol,1881327508060262518,,titiwwww,in,Yo mama,0,1,0,https://x.com/halluluya/status/1881327508060262518,1654265571691855872,halluluya
1881312370930364852,Mon Jan 20 12:06:36 +0000 2025,1,Btw china itu sering bngt lempar barang murah ke LN krn mrk oversupply (mainnya econ. of scale). Di sisi lain ada isu tenaga kerja. Kesalahan besar nempel ke China. Eh malah gabung BRICS.,1881312370930364852,,,in,Bataviasche,0,0,0,https://x.com/FJ_FAA/status/1881312370930364852,1364471516742623232,FJ_FAA
1881271912145527155,Mon Jan 20 11:25:58 +0000 2025,2,@shda_agatha_ Bvitri jelas antek aseng buat gagalkan proyek pusat apalagi indonesia gabung brics makin tantrum SJW,1881302141186548069,,shda_agatha_,in,,1,0,0,https://x.com/RenggaM37684672/status/1881302141186548069,1372925321041694722,RenggaM37684672
1881297048944959633,Mon Jan 20 11:05:43 +0000 2025,0,Apresiasi Indonesia Gabung Blok Ekonomi BRICS Demokrat: Peluang &amp; Langkah Strategis Tingkatkan Kesejahteraan Rakyat. #Partaidemokrat #brics #pdemokrat #demokrat #AHY https://t.co/W03af7cfVF,1881297048944959633,https://pbs.twimg.com/ext_tw_video_thumb/1881296957731426305/pu/img/mv6_TL5ynvQbIfD7.jpg,,in,,0,0,0,https://x.com/dpcdemokratptk/status/1881297048944959633,1550046059065266177,dpcdemokratptk
1881279172309635351,Mon Jan 20 10:28:15 +0000 2025,0,@erlanishere Makanya pemerintah Indonesia jangan TOLOOL GK tau aja licik politik 🇺🇲 makanya gabung BRICS udah bener karena 🇺🇲 lihat kekacauan sekarang Greenland di ambil paksa 🇺🇲 apakah GK 🇬🇧🇪🇺 marah ke 🇺🇲,1881287619491008611,,erlanishere,in,,0,0,0,https://x.com/WowokGg/status/1881287619491008611,1642147996984053760,WowokGg
1881210044114698469,Mon Jan 20 07:55:41 +0000 2025,0,@detikcom untung indonesia gabung brics ,1881249224391860484,,detikcom,in,Indonesia,0,0,0,https://x.com/affan_arifin/status/1881249224391860484,1355378281080528905,affan_arifin
1881240399232328108,Mon Jan 20 07:20:37 +0000 2025,0,Satu Lagi Negara Tetangga Indonesia Ingin Gabung BRICS Rusia Janji Beri Dukungan https://t.co/0HDWls6SJL,1881240399232328108,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/MNCkoranSINDO/status/1881240399232328108,509946051,MNCkoranSINDO
1881236161018134930,Mon Jan 20 07:03:47 +0000 2025,0,Resmi Gabung BRICS Indonesia Siap Akhiri Dominasi Singapura di Selat Malaka https://t.co/R1Ofo2MqTl,1881236161018134930,,,in,"Kota Medan, Sumatera Utara",0,0,0,https://x.com/Dewantara_1News/status/1881236161018134930,1739629421022388224,Dewantara_1News
1881202106046291982,Mon Jan 20 06:41:10 +0000 2025,1,@SantorinisSun Lagi bete dia gara2 Indo gabung BRICS ,1881230471704838260,,SantorinisSun,in,"Bangkok, Thailand",0,1,0,https://x.com/SoeryaRoyce/status/1881230471704838260,1178273360976826368,SoeryaRoyce
1881194250970550634,Mon Jan 20 04:34:36 +0000 2025,0,@CNNIndonesia Udah mulai rewel karna Indon gabung Brics ,1881198620122431626,,CNNIndonesia,in,,0,0,0,https://x.com/RendraP111/status/1881198620122431626,1390691405283008515,RendraP111
1880963558525288585,Mon Jan 20 02:50:56 +0000 2025,0,@bnsphrxyzzz Bagus lah kl Indonesia gabung BRICS,1881172530461057383,,bnsphrxyzzz,in,"Semampir, Indonesia",0,0,0,https://x.com/Alle_ex_Xander/status/1881172530461057383,1329611115722985474,Alle_ex_Xander
1880963558525288585,Mon Jan 20 02:02:22 +0000 2025,0,@bnsphrxyzzz Eh Londo Ireng apa urusannya Indonesia gabung BRICS Indonesia itu menganut politik bebas aktif,1881160307806204249,,bnsphrxyzzz,in,jakarta,0,0,0,https://x.com/bataviajantan/status/1881160307806204249,189458808,bataviajantan
1880911569225384113,Mon Jan 20 01:53:40 +0000 2025,0,@HarryPattyRM00 @_riverheaven @msaid_didu @prabowo Lah negara pertama yg dikunjungi @prabowo setelah terpilih kan RRC mas.. Dan sudah gabung pula dgn BRICS loh,1881158119570714706,,HarryPattyRM00,in,KPK,0,1,0,https://x.com/bumnbersatu/status/1881158119570714706,191951600,bumnbersatu
1881136612689817993,Mon Jan 20 00:28:12 +0000 2025,3,Indonesia Gabung Brics Apa Untungnya..?? ll Editorial PKBTV Edisi ke- 8 https://t.co/fRIZaNMvYK via @YouTube @PKBTV,1881136612689817993,,,in,Jakarta,0,1,2,https://x.com/FraksiPKB/status/1881136612689817993,117189854,FraksiPKB
1881136285118771623,Mon Jan 20 00:26:54 +0000 2025,0,#EditorialPKBTV edisi ke-8 Indonesia Resmi Gabung BRICS (Brasil Rusia India Cina dan Afrika Selatan) Apa Untungnya? #BRICS #Indonesia #FraksiPKB https://t.co/gVdaWO6AIV,1881136285118771623,,,in,Fraksi PKB DPRRI,0,0,0,https://x.com/PKBTV/status/1881136285118771623,2850213580,PKBTV
1880787429378158753,Sun Jan 19 18:12:04 +0000 2025,0,@ivanhidayatuloh @zy_zy_lestary Lebih ke ekonomi sih itu. Dampak geopolitik nya ga banyak. Kalopun ada mungkin itu alasannya Indonesia gabung BRICS,1881041954601107716,,ivanhidayatuloh,in,,0,0,0,https://x.com/pegawai_konoha_/status/1881041954601107716,1780902116816740352,pegawai_konoha_
1880861541462913427,Sun Jan 19 14:14:16 +0000 2025,0,@convomf Lah indokan gabung brics gk ngekor amerika,1880982108539433252,,convomf,in,,0,0,0,https://x.com/BoredEngineer93/status/1880982108539433252,1750241931282776066,BoredEngineer93
1880963865363816583,Sun Jan 19 13:01:46 +0000 2025,0,Ngarep yg tdk mungkin Indo gabung Brics otomatis dpt Capcut pro donk atau skrg di ban ama US byk fitur yg jd free plzz ,1880963865363816583,,,in,,0,0,0,https://x.com/belleameme/status/1880963865363816583,1439070363795685379,belleameme
1877910765002481830,Sun Jan 19 07:20:50 +0000 2025,0,@CorralOkay24953 @afi_auditore Belajar lah setinggi mungkin walau hrs ke negeri China.. apalagi skrng sdh gabung brics..,1880878063959101463,,CorralOkay24953,in,,0,0,0,https://x.com/sanusipane79062/status/1880878063959101463,1721430491419852800,sanusipane79062
1880453742891528567,Sun Jan 19 04:58:51 +0000 2025,0,@O5Bravo Thanks for diluruskan. But still badut Trus inikan abis gabung brics nih bs banding gk itu kl indo bs dpt suport,1880842335698944450,,O5Bravo,in,Tanjung Harapan,0,1,0,https://x.com/Agung_jaya58/status/1880842335698944450,1437604387489079297,Agung_jaya58
1880803673506549839,Sun Jan 19 02:25:14 +0000 2025,1,Apresiasi Indonesia Gabung Blok Ekonomi Brics. DEMOKRAT: Peluang dan langkah Strategis untuk meningkatkan kesejahteraan rakyat. https://t.co/p0dpAoB1dd,1880803673506549839,https://pbs.twimg.com/ext_tw_video_thumb/1880803370480574464/pu/img/uMWk06C6IOugTGd0.jpg,,in,"Banyuwangi, Indonesia",0,0,0,https://x.com/demokratbwi/status/1880803673506549839,1454468874779254787,demokratbwi
1880792227859095573,Sun Jan 19 01:39:45 +0000 2025,0,Nigeria Resmi Gabung Alansi BRICS Kekuatan Barat Kian Terusik? https://t.co/iNKkpLAoWV,1880792227859095573,,,in,Jakarta,0,0,2,https://x.com/BloombergTZ/status/1880792227859095573,1582972008479920129,BloombergTZ
1880675483970621727,Sat Jan 18 17:55:51 +0000 2025,10,Indonesia gabung BRICS orang pada heboh. Latihan Militer Laut besar besaran sembilan negara untuk Freedom of Access and Navigation di Selat Sunda/Lombok gada satupun yg membahas serius. Memang anak HI di Indonesia itu sesuai pesanan aja bias politiknya myopic.,1880675483970621727,,,in,,1,3,7,https://x.com/_haye_/status/1880675483970621727,753553855,_haye_
1880607887527178423,Sat Jan 18 14:04:29 +0000 2025,1,@Macaskeel Jadi progress-nya sampai mana ya ? Akankah ada sanksi akibat gabung BRICS ? ,1880617257505816987,,Macaskeel,in,,0,0,0,https://x.com/senimanHobby62/status/1880617257505816987,2883344778,senimanHobby62
1880550157072343383,Sat Jan 18 12:32:17 +0000 2025,0,@WOLF_of_IHSG Trump menang tp indonesia gabung BRICS. Bandar bingung,1880594057656951170,,WOLF_of_IHSG,in,Magelang - Sleman,0,0,0,https://x.com/seroookk/status/1880594057656951170,2621781284,seroookk
1880334966565056863,Sat Jan 18 02:49:14 +0000 2025,1,@Ronnie_Rusli Dulu anda puja2 brics sekarang sdh gabung brics. Anda ini konsisten gak sih bos.,1880447328374649076,,Ronnie_Rusli,in,,0,1,0,https://x.com/HasibuoneR/status/1880447328374649076,1267349505889800192,HasibuoneR
1880425383906144437,Sat Jan 18 01:44:33 +0000 2025,0,@msaid_didu Oligarki sudah dibackup Si Jinping. Apalgi Konoha sudah gabung ke BRICS yg mana Cina Rusia juga ada di dalamnya. Makin jelas itu No Hope any more to @Prabowo!!,1880431049404235988,,msaid_didu,in,,0,0,0,https://x.com/DaulatNegeri/status/1880431049404235988,1115184580443508741,DaulatNegeri
1879496131799076975,Fri Jan 17 14:37:30 +0000 2025,0,@surya_an23 Betul. Gabung dengan BRICS kalo dasar ekonomi kita sekuat Cina gapapa. Tapi era Jokowi aja kan udah deindustrialisasi dan mengedepankan UMKM. Gimana mau maju bersaing? Melempem iya. Gerbang impor ngablak terbuka indsutri Indonesia pada gulung tiker. SDA &amp; SDM dieksplotasi.,1880263179663749393,,surya_an23,in,Non 02 Voter,0,1,0,https://x.com/controversweet/status/1880263179663749393,1686342297657675776,controversweet
1879457387461198274,Fri Jan 17 14:09:23 +0000 2025,2,@KoyukersP @pesertapeninjau @inganggita Gabung brics jual ke cina ? Oooh berarti pemimpin russia afsel india dan south afric menjual negara mereka ke china ya wahai wibu laknat ?,1880256102753042742,,KoyukersP,in,,0,1,0,https://x.com/djadja222/status/1880256102753042742,1601834369567821824,djadja222
1879496131799076975,Fri Jan 17 14:00:29 +0000 2025,0,@controversweet @THEVERSES2 sejak awal gw udah agak wanti2 tentang kita gabung brics itu yah china bakal nguasai pasar bukannya kita nggak bisa berkembang atau adaptasi ya disekitar kita aja barang2 dari china udah bertebaran malah sebagian merusak pasar,1880253863892251075,,controversweet,in,"Ontario, Canada",0,1,0,https://x.com/surya_an23/status/1880253863892251075,732795811407495168,surya_an23
1880080862508900846,Fri Jan 17 12:31:36 +0000 2025,1,@_haye_ bagaimana kalau alasan Indonesia gabung BRICS ternyata karena pingin cari dukungan buat kebijakan yang ngadi-ngadi?,1880231497900400884,,_haye_,in,Indonesia,0,0,0,https://x.com/Gungkrisna12/status/1880231497900400884,458841507,Gungkrisna12
1880145050031767778,Fri Jan 17 06:48:05 +0000 2025,0,Ya kita berhak menentukan jalan kita sendiri. Saya setuju Keputusan Gabung BRICS.,1880145050031767778,,,in,,0,0,0,https://x.com/YokL97/status/1880145050031767778,267593372,YokL97
1880142520270967271,Fri Jan 17 06:38:02 +0000 2025,0,Gw komen negara ini carut marut ada yg protes simply karena Indonesia udah gabung BRICS logikaneee....,1880142520270967271,,,in,الله عز وجل,0,0,0,https://x.com/seelentscream/status/1880142520270967271,1773905573224108032,seelentscream
1880106180347064756,Fri Jan 17 04:13:38 +0000 2025,0,Gabung BRICS. Ini pun seharusnya jd lampu kuning agar Indonesia siap . Yg pasti di mata global Indonesia itu pny SDA yg melimpah dan SDM yg banyak. Tapi apa tidak menyesakkan jika kita jual nikel mentah kita beli lg sdh dlm bentuk EV? Jual minyak mentak beli BBM siap pakai.,1880106180347064756,,,in,,0,0,0,https://x.com/Filsuf_Embongan/status/1880106180347064756,1870435998909513728,Filsuf_Embongan
1879786875441086604,Fri Jan 17 02:56:14 +0000 2025,2,@AdichanS_ @adamfaturr Nanti kalau krisis tinggal salahin AS doang dan jangan jangan ini alasan negara kita gabung BRICS,1880086699004555407,,AdichanS_,in,Indonesia,0,0,0,https://x.com/Gungkrisna12/status/1880086699004555407,458841507,Gungkrisna12
1880010702167118053,Thu Jan 16 21:54:14 +0000 2025,0,Mahfuz Sidik: Semua Pihak Punya Kewajiban Moral dan Poltik Dukung Langkah Pemerintah Gabung BRICS #parahyanganpost https://t.co/x2v48UpEId @partaigeloraid @gelorajakpus @Mahfuzsidik_ @Fahrihamzah @anismatta,1880010702167118053,,,in,"Pasar Minggu, Indonesia",0,0,0,https://x.com/ParahyanganPost/status/1880010702167118053,276847477,ParahyanganPost
1879981030628831353,Thu Jan 16 19:56:20 +0000 2025,2,Salah satu keuntungan Indonesia gabung BRICS akses harga gas dan pupuk murah dari Rusia. Sebagai penopang program food estate.,1879981030628831353,,,in,,0,0,0,https://x.com/SPedalangan/status/1879981030628831353,1345616086276837377,SPedalangan
1879921734637514805,Thu Jan 16 16:00:43 +0000 2025,8,GABUNG BRICS MENTERI ESDM BAHLIL LAHADALIA UNGKAP PELUANG INDONESIA IMPOR MINYAK DARI RUSIA #partaigolkar #golkarindonesia #golkarpedia #bahlillahadalia #brics #politik https://t.co/Cv8WUX2Xay,1879921734637514805,https://pbs.twimg.com/ext_tw_video_thumb/1879921665775448064/pu/img/Nwk_GEWeSvM1r6BT.jpg,,in,"DKI Jakarta, Indonesia",0,0,44,https://x.com/golkarpedia/status/1879921734637514805,721898354502930433,golkarpedia
1879911443115716627,Thu Jan 16 15:19:49 +0000 2025,0,Indonesia Gabung BRICS Terobosan Presiden Prabowo Ciptakan Mesin Pertumbuhan Ekonomi Baru https://t.co/TDxLDQGc5y,1879911443115716627,,,in,"Batam, Indonesia",0,0,0,https://x.com/batamtoday/status/1879911443115716627,224204467,batamtoday
1879888885020610714,Thu Jan 16 13:50:11 +0000 2025,1,Gabung ke BRICS nyali Indonesia sangat besar tantang AS https://t.co/ptd51A3RI2,1879888885020610714,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/setiobudi2611/status/1879888885020610714,3317823662,setiobudi2611
1879872137198277118,Thu Jan 16 13:08:44 +0000 2025,0,@Kanseulir Resiko gabung ama BRICS blok China pesaing utama World Bank dengan IMF nya Blok Amerika kayaknya tuh..tapi emang jelek sih pengelolaannya selama 10 tahun terakhir...dimasa Jokowi dan Luhut itu.,1879878452867916180,,Kanseulir,in,,0,0,0,https://x.com/totopethul2/status/1879878452867916180,1603573245512282113,totopethul2
1879847385754738824,Thu Jan 16 12:05:07 +0000 2025,27,@BudiBukanIntel Statement nya Trump udah jelas mau situ gabung BRICS sekalipun kalo bisa ngasih advantage ke Trump dan ga ganggu kepentingan dia dia biarin tanpa dikasih tarif ,1879862443280937371,,BudiBukanIntel,in,Behind Enemy Lines,0,0,0,https://x.com/ardanisbergas/status/1879862443280937371,306551745,ardanisbergas
1879860253430530082,Thu Jan 16 11:56:25 +0000 2025,0,Yang diasumsikan akan Barat banget pun akhirnya berani mengambil keputusan untuk gabung BRICS ketimbang yang dicemooh antek PKI,1879860253430530082,,,in,,0,0,0,https://x.com/Randitamaaa/status/1879860253430530082,1162249248697511936,Randitamaaa
1879845553087074672,Thu Jan 16 10:58:00 +0000 2025,2,Indonesia Gabung BRICS Terobosan Prabowo Ciptakan Mesin Pertumbuhan Ekonomi Baru https://t.co/9Y368zr11l,1879845553087074672,,,in,Jakarta Capital Region,0,0,2,https://x.com/akuratco/status/1879845553087074672,786549338818224128,akuratco
1879823200663855272,Thu Jan 16 10:49:48 +0000 2025,11,@akbarfaizal68 nampaknya keputusan yg terlalu dini indonesia memutuskan gabung di Brics. Mestinya tinggu presiden baru amerika Trump ! lihat aja baru-2 ini blom dilantik aja udah banyak yg ketar-ketir akibat beberapa pernyataan trump yg terkesan hebohkan perekonomian global alias makin gonjang2,1879843488709439792,,akbarfaizal68,in,"Vancouver, British Columbia",0,2,0,https://x.com/Balerus8Lapan/status/1879843488709439792,1643561279276339200,Balerus8Lapan
1879823200663855272,Thu Jan 16 09:49:53 +0000 2025,0,@davidsoorabaya @akbarfaizal68 Gabung BRICS berarti kita tdk gabung dgn amerika. Gabung BRICS kita gabung dgn China dan Rusia. Nah pertanyaannya kok kita dihajar dollar amerika..?? Coba bantu jelaskan saya yg goblok ini mas,1879828413386731949,,davidsoorabaya,in,,0,1,0,https://x.com/HalomoanHa91790/status/1879828413386731949,1766477518784380928,HalomoanHa91790
1879349237361815987,Wed Jan 15 02:05:49 +0000 2025,1,Anak muda yues pindahan Tiktok pada fascinated sama Rednote yues otw 20 tahun lagi gabung brics kalo anak Rednotenya dah pada jadi pejabat,1879349237361815987,,,in,"Sby - Mlg, Indonesia",0,1,0,https://x.com/prdn23/status/1879349237361815987,61122643,prdn23
1879337978520322324,Wed Jan 15 01:21:05 +0000 2025,0,Indonesia Gabung BRICS. apa langkah yang harus Indonesia lakukan. kalo saya sebagai Presiden hal pertama yg akan saya lakukan adalah menyarankan untuk transaksi antar member-mitra BRICS menggunakan Stable Coin / Cripto Base on Gold seperti LGOLD XAU GIDR. pake produk INDO dlu,1879337978520322324,,,in,,0,0,0,https://x.com/ghassanalyasa/status/1879337978520322324,932886480,ghassanalyasa
1878825358662996098,Wed Jan 15 00:01:06 +0000 2025,0,@Zay34562 Kok Hitler yang dikutip bukannya Marx-Engels? Kan bicara penjajah imperialis? Wah pasca kita gabung BRICS malah diterima sebagai anggota penuh sang penghasut perang DS MIC kalap kalut stok hoax sudah defisit nih. Belum kebakaran CA genapi kebangkrutan sistem HAM-demokrasi DS.,1879317852018319444,,Zay34562,in,,0,0,0,https://x.com/DasarKita/status/1879317852018319444,3251305764,DasarKita
1879168089411170493,Tue Jan 14 14:06:00 +0000 2025,0,RESMI GABUNG BRICS INDONESIA AKAN JADI ANCAMAN SERIUS BAGI zionis ‼️ https://t.co/XRczt80IDU,1879168089411170493,https://pbs.twimg.com/ext_tw_video_thumb/1879132354607812608/pu/img/MGQ2uJSSKtaU0A3I.jpg,,in,demon's ancestral island,0,0,0,https://x.com/Alsalikovic/status/1879168089411170493,2313435835,Alsalikovic
1879147382073635053,Tue Jan 14 13:50:25 +0000 2025,0,@b3b3t_ @ZaviKhaerul @Saham_fess Nah akhirnya ada yg paham keypointnya. Gabung BRICS auto di pajakin 100% sama Trump makanya asing kocak kacir out dulu sambil liat setahun kedepan seberapa kuat ekspor Indonesia.,1879164168072552933,,b3b3t_,in,Indonesia,0,1,0,https://x.com/kesayangaaann/status/1879164168072552933,1844769838914523136,kesayangaaann
1879138169574371526,Tue Jan 14 12:07:06 +0000 2025,0,Gabung BRICS: Seberapa Mampu Tantang Dominasi Dolar AS https://t.co/hhDqwGj38U,1879138169574371526,,,in,,0,0,1,https://x.com/ronavioleta/status/1879138169574371526,485385284,ronavioleta
1878934393823347029,Tue Jan 14 11:59:48 +0000 2025,0,@ClaryMcgra74764 Indonesia gabung BRICS mari jadi bagian solusi isu pangan dan ekonomi global,1879136329898020935,,ClaryMcgra74764,in,,0,0,0,https://x.com/marsito_saptono/status/1879136329898020935,1701437621636141056,marsito_saptono
1879128022709686673,Tue Jan 14 11:26:47 +0000 2025,0,Gabung BRICS Indonesia Bisa Dongkrak Kinerja Dagang dan Investasi Asing https://t.co/QwNSvUaEBn,1879128022709686673,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/InvestorID/status/1879128022709686673,238091066,InvestorID
1878934941414957202,Tue Jan 14 11:16:16 +0000 2025,0,@ClaryMcgra74764 Gabung BRICS Indonesia berkomitmen untuk perkuat diplomasi dan tanggapan isu global,1879125374921310489,,ClaryMcgra74764,in,,0,0,0,https://x.com/helena_tiara8/status/1879125374921310489,1701443559420002304,helena_tiara8
1878934941414957202,Tue Jan 14 11:01:52 +0000 2025,0,@ClaryMcgra74764 Gabung BRICS mari Indonesia tingkatkan peran dalam isu-isu penting dunia,1879121749125771674,,ClaryMcgra74764,in,,0,0,0,https://x.com/nala_amalia9/status/1879121749125771674,1701097510809595904,nala_amalia9
